accession	sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_acrie2_2	Anti_CRISPR	acrie2	Antidefense	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_24	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_27	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_24,GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_27	2	aca1,acrie2
GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_25	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_27	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_25,GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_27	2	aca1,acrif3
GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_26	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_27	GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_26,GCA_038432515.1_ASM3843251v1_genomic_all_plasmids.part_CP131789.1_27	2	aca1,acrif5
GCA_038433795.1_ASM3843379v1_genomic_all_plasmids.part_CP131792.1	GCA_038433795.1_ASM3843379v1_genomic_all_plasmids.part_CP131792.1_acb2_1	Anti_CBASS	acb2	Antidefense	GCA_038433795.1_ASM3843379v1_genomic_all_plasmids.part_CP131792.1_89	GCA_038433795.1_ASM3843379v1_genomic_all_plasmids.part_CP131792.1_89	GCA_038433795.1_ASM3843379v1_genomic_all_plasmids.part_CP131792.1_89	1	acb2
GCA_038433795.1_ASM3843379v1_genomic_all_plasmids.part_CP131792.1	GCA_038433795.1_ASM3843379v1_genomic_all_plasmids.part_CP131792.1_acb2_2	Anti_CBASS	acb2	Antidefense	GCA_038433795.1_ASM3843379v1_genomic_all_plasmids.part_CP131792.1_663	GCA_038433795.1_ASM3843379v1_genomic_all_plasmids.part_CP131792.1_663	GCA_038433795.1_ASM3843379v1_genomic_all_plasmids.part_CP131792.1_663	1	acb2
GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_ardk_4	Anti_RM	ardk	Antidefense	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_22	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_22	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_22	1	ardk
GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_41	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_43	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_41,GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_43	2	aca1,acrif3
GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_42	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_43	GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_42,GCA_039908075.1_UNIFI_Paer_26323_genomic_all_plasmids.part_CP150884.1_43	2	aca1,acrif5
GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158571.1	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158571.1_ardb_klca_acric11_1	Anti_RM	ardb_klca_acric11	Antidefense	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158571.1_3	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158571.1_3	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158571.1_3	1	klca
GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1_acb2_2	Anti_CBASS	acb2	Antidefense	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1_25	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1_25	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1_25	1	acb2
GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1_65	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1_65	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1_65	1	ardk
GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1_79	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1_81	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1_79,GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1_81	2	aca1,acrif3
GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1_80	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1_81	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1_80,GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158572.1_81	2	aca1,acrif5
GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_acrie1_2	Anti_CRISPR	acrie1	Antidefense	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_2	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_5	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_2,GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_5	2	aca1,acrie1
GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_3	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_5	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_3,GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_5	2	aca1,acrif3
GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_4	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_5	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_4,GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_5	2	aca1,acrif5
GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_13	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_13	GCA_040268335.1_ASM4026833v1_genomic_all_plasmids.part_CP158573.1_13	1	ardk
GCA_040560445.1_PA64_genomic_all_plasmids.part_CP159839.1	GCA_040560445.1_PA64_genomic_all_plasmids.part_CP159839.1_ardb_klca_acric11_4	Anti_RM	ardb_klca_acric11	Antidefense	GCA_040560445.1_PA64_genomic_all_plasmids.part_CP159839.1_3	GCA_040560445.1_PA64_genomic_all_plasmids.part_CP159839.1_3	GCA_040560445.1_PA64_genomic_all_plasmids.part_CP159839.1_3	1	klca
GCA_040560445.1_PA64_genomic_all_plasmids.part_CP159839.1	GCA_040560445.1_PA64_genomic_all_plasmids.part_CP159839.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_040560445.1_PA64_genomic_all_plasmids.part_CP159839.1_24	GCA_040560445.1_PA64_genomic_all_plasmids.part_CP159839.1_26	GCA_040560445.1_PA64_genomic_all_plasmids.part_CP159839.1_24,GCA_040560445.1_PA64_genomic_all_plasmids.part_CP159839.1_26	2	aca1,acrif3
GCA_040560445.1_PA64_genomic_all_plasmids.part_CP159839.1	GCA_040560445.1_PA64_genomic_all_plasmids.part_CP159839.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_040560445.1_PA64_genomic_all_plasmids.part_CP159839.1_25	GCA_040560445.1_PA64_genomic_all_plasmids.part_CP159839.1_26	GCA_040560445.1_PA64_genomic_all_plasmids.part_CP159839.1_25,GCA_040560445.1_PA64_genomic_all_plasmids.part_CP159839.1_26	2	aca1,acrif5
GCA_040562075.1_ASM4056207v1_genomic_all_plasmids.part_CP159843.1	GCA_040562075.1_ASM4056207v1_genomic_all_plasmids.part_CP159843.1_ardb_klca_acric11_4	Anti_RM	ardb_klca_acric11	Antidefense	GCA_040562075.1_ASM4056207v1_genomic_all_plasmids.part_CP159843.1_2	GCA_040562075.1_ASM4056207v1_genomic_all_plasmids.part_CP159843.1_2	GCA_040562075.1_ASM4056207v1_genomic_all_plasmids.part_CP159843.1_2	1	klca
GCA_040562075.1_ASM4056207v1_genomic_all_plasmids.part_CP159843.1	GCA_040562075.1_ASM4056207v1_genomic_all_plasmids.part_CP159843.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_040562075.1_ASM4056207v1_genomic_all_plasmids.part_CP159843.1_24	GCA_040562075.1_ASM4056207v1_genomic_all_plasmids.part_CP159843.1_26	GCA_040562075.1_ASM4056207v1_genomic_all_plasmids.part_CP159843.1_24,GCA_040562075.1_ASM4056207v1_genomic_all_plasmids.part_CP159843.1_26	2	aca1,acrif3
GCA_040562075.1_ASM4056207v1_genomic_all_plasmids.part_CP159843.1	GCA_040562075.1_ASM4056207v1_genomic_all_plasmids.part_CP159843.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_040562075.1_ASM4056207v1_genomic_all_plasmids.part_CP159843.1_25	GCA_040562075.1_ASM4056207v1_genomic_all_plasmids.part_CP159843.1_26	GCA_040562075.1_ASM4056207v1_genomic_all_plasmids.part_CP159843.1_25,GCA_040562075.1_ASM4056207v1_genomic_all_plasmids.part_CP159843.1_26	2	aca1,acrif5
GCA_041378935.1_ASM4137893v1_genomic_all_plasmids.part_CP166914.1	GCA_041378935.1_ASM4137893v1_genomic_all_plasmids.part_CP166914.1_ardk_1	Anti_RM	ardk	Antidefense	GCA_041378935.1_ASM4137893v1_genomic_all_plasmids.part_CP166914.1_7	GCA_041378935.1_ASM4137893v1_genomic_all_plasmids.part_CP166914.1_7	GCA_041378935.1_ASM4137893v1_genomic_all_plasmids.part_CP166914.1_7	1	ardk
GCA_046529415.1_ASM4652941v1_genomic_all_plasmids.part_CP125730.1	GCA_046529415.1_ASM4652941v1_genomic_all_plasmids.part_CP125730.1_ardk_4	Anti_RM	ardk	Antidefense	GCA_046529415.1_ASM4652941v1_genomic_all_plasmids.part_CP125730.1_7	GCA_046529415.1_ASM4652941v1_genomic_all_plasmids.part_CP125730.1_7	GCA_046529415.1_ASM4652941v1_genomic_all_plasmids.part_CP125730.1_7	1	ardk
GCA_046529415.1_ASM4652941v1_genomic_all_plasmids.part_CP125730.1	GCA_046529415.1_ASM4652941v1_genomic_all_plasmids.part_CP125730.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_046529415.1_ASM4652941v1_genomic_all_plasmids.part_CP125730.1_19	GCA_046529415.1_ASM4652941v1_genomic_all_plasmids.part_CP125730.1_21	GCA_046529415.1_ASM4652941v1_genomic_all_plasmids.part_CP125730.1_19,GCA_046529415.1_ASM4652941v1_genomic_all_plasmids.part_CP125730.1_21	2	aca1,acrif3
GCA_046529415.1_ASM4652941v1_genomic_all_plasmids.part_CP125730.1	GCA_046529415.1_ASM4652941v1_genomic_all_plasmids.part_CP125730.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_046529415.1_ASM4652941v1_genomic_all_plasmids.part_CP125730.1_20	GCA_046529415.1_ASM4652941v1_genomic_all_plasmids.part_CP125730.1_21	GCA_046529415.1_ASM4652941v1_genomic_all_plasmids.part_CP125730.1_20,GCA_046529415.1_ASM4652941v1_genomic_all_plasmids.part_CP125730.1_21	2	aca1,acrif5
GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_ardb_klca_acric11_4	Anti_RM	ardb_klca_acric11	Antidefense	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_3	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_3	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_3	1	klca
GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_35	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_37	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_35,GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_37	2	aca1,acrif3
GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_35	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_37	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_35,GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_37	2	aca1,acrif3
GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_35	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_36	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_35,GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_36	2	aca1,acrif5
GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_35	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_36	GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_35,GCA_049177105.1_ASM4917710v1_genomic_all_plasmids.part_CP185404.1_36	2	aca1,acrif5
GCA_049679795.1_ASM4967979v1_genomic_all_plasmids.part_CP187275.1	GCA_049679795.1_ASM4967979v1_genomic_all_plasmids.part_CP187275.1_vcrx091_093_2	Anti_CRISPR	vcrx091_093	Antidefense	GCA_049679795.1_ASM4967979v1_genomic_all_plasmids.part_CP187275.1_92	GCA_049679795.1_ASM4967979v1_genomic_all_plasmids.part_CP187275.1_98	GCA_049679795.1_ASM4967979v1_genomic_all_plasmids.part_CP187275.1_92,GCA_049679795.1_ASM4967979v1_genomic_all_plasmids.part_CP187275.1_98	2	vcrx091,vcrx093
GCA_049679795.1_ASM4967979v1_genomic_all_plasmids.part_CP187275.1	GCA_049679795.1_ASM4967979v1_genomic_all_plasmids.part_CP187275.1_Aca_alone_1	Anti_CRISPR	Aca_alone	Antidefense	GCA_049679795.1_ASM4967979v1_genomic_all_plasmids.part_CP187275.1_190	GCA_049679795.1_ASM4967979v1_genomic_all_plasmids.part_CP187275.1_190	GCA_049679795.1_ASM4967979v1_genomic_all_plasmids.part_CP187275.1_190	1	aca4
GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1	GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_8	GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_8	GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_8	1	ardk
GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1	GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_acrie2_2	Anti_CRISPR	acrie2	Antidefense	GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_27	GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_30	GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_27,GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_30	2	aca1,acrie2
GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1	GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_28	GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_30	GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_28,GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_30	2	aca1,acrif3
GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1	GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_29	GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_30	GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_29,GCA_050157215.1_ASM5015721v1_genomic_all_plasmids.part_CP181956.1_30	2	aca1,acrif5
GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1	GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_7	GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_7	GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_7	1	ardk
GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1	GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_acrif1_4	Anti_CRISPR	acrif1	Antidefense	GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_20	GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_23	GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_20,GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_23	2	aca1,acrif1
GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1	GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_acrie7_3	Anti_CRISPR	acrie7	Antidefense	GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_21	GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_23	GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_21,GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_23	2	aca1,acrie7
GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1	GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_acrie6_2	Anti_CRISPR	acrie6	Antidefense	GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_22	GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_23	GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_22,GCA_050176295.1_ASM5017629v1_genomic_all_plasmids.part_CP181743.1_23	2	aca1,acrie6
GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1	GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_8	GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_8	GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_8	1	ardk
GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1	GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_acrif1_4	Anti_CRISPR	acrif1	Antidefense	GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_21	GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_24	GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_21,GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_24	2	aca1,acrif1
GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1	GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_acrie7_3	Anti_CRISPR	acrie7	Antidefense	GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_22	GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_24	GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_22,GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_24	2	aca1,acrie7
GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1	GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_acrie6_2	Anti_CRISPR	acrie6	Antidefense	GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_23	GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_24	GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_23,GCA_050176625.1_ASM5017662v1_genomic_all_plasmids.part_CP181745.1_24	2	aca1,acrie6
GCA_050201305.1_ASM5020130v1_genomic_all_plasmids.part_CP181564.1	GCA_050201305.1_ASM5020130v1_genomic_all_plasmids.part_CP181564.1_ardk_1	Anti_RM	ardk	Antidefense	GCA_050201305.1_ASM5020130v1_genomic_all_plasmids.part_CP181564.1_13	GCA_050201305.1_ASM5020130v1_genomic_all_plasmids.part_CP181564.1_13	GCA_050201305.1_ASM5020130v1_genomic_all_plasmids.part_CP181564.1_13	1	ardk
GCA_050207595.1_ASM5020759v1_genomic_all_plasmids.part_CP181555.1	GCA_050207595.1_ASM5020759v1_genomic_all_plasmids.part_CP181555.1_ardk_1	Anti_RM	ardk	Antidefense	GCA_050207595.1_ASM5020759v1_genomic_all_plasmids.part_CP181555.1_15	GCA_050207595.1_ASM5020759v1_genomic_all_plasmids.part_CP181555.1_15	GCA_050207595.1_ASM5020759v1_genomic_all_plasmids.part_CP181555.1_15	1	ardk
GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1	GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_7	GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_7	GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_7	1	ardk
GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1	GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_acrif3_4	Anti_CRISPR	acrif3	Antidefense	GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_21	GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_24	GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_21,GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_24	2	aca1,acrif3
GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1	GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_acric3_2	Anti_CRISPR	acric3	Antidefense	GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_22	GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_24	GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_22,GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_24	2	aca1,acric3
GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1	GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_acric4_3	Anti_CRISPR	acric4	Antidefense	GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_23	GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_24	GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_23,GCA_050266315.1_ASM5026631v1_genomic_all_plasmids.part_CP187227.1_24	2	aca1,acric4
